관리번호,운동기구명,동시사용인원,운동기구설치일,공원관리번호,공원명,관리기관전화번호,관리기관명,데이터기준일자,안내판유무,운동기구시설상태,운동기구특성,운동기구수리필요,운동기구너비(W),운동기구길이(L),운동기구높이(H),KC인증유무,위치명,설치위치,위도,경도,도로명주소,지번주소,행정동,제조사이름,제조사주소,제조사전화번호,제조사팩스번호,제조사홈페이지,전경사진,안내판사진
"27290-00179-02-05-024","허리돌리기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","허리,복부","N",0.73,1.92,1.97,"N","두류공원",3,35.8482170105,128.5625915527,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 신대리 172번지","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-024-01.jpg","27290-00179-02-05-024-02.jpg"
"27290-00179-02-05-025","팔돌리기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","어깨,손목,팔꿈치/어깨,허리","N",1.22,1.49,1.95,"N","두류공원",3,35.8481521606,128.5625915527,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-025-01.jpg","27290-00179-02-05-025-02.jpg"
"27290-00179-02-05-026","거꾸로 매달리기",1,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","머리,심장,혈액순환","N",0.82,1.40,1.58,"N","두류공원",3,35.8481712341,128.562501,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울시 강서구 마곡서로 133,(마곡엠밸리 7단지)713동 404호","02-2665-6006","","www.designpark.or.kr","27290-00179-02-05-026-01.jpg","27290-00179-02-05-026-02.jpg"
"27290-00179-02-05-027","등허리지압",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","등,허리,혈액순환","N",0.81,1.37,1.89,"N","두류공원",3,35.8481636047,128.5624694824,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 가일길32길 12-2","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-027-01.jpg","27290-00179-02-05-027-02.jpg"
"27290-00179-02-05-028","역기내(올)리기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","등,어깨,팔,가슴,복부","N",0.79,2.43,1.93,"N","두류공원",3,35.8482551575,128.562501,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 가일길32길 12-2","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-028-01.jpg","27290-00179-02-05-028-02.jpg"
"27290-00179-02-05-029","달리기",1,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","상체,하체,허리,심폐,팔,다리","N",0.42,1.12,1.50,"N","두류공원",3,35.8483161926,128.5625610352,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27290-00179-02-05-029-01.jpg","27290-00179-02-05-029-02.jpg"
"27290-00179-02-05-030","공중걷기",1,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","하체","N",1.08,0.47,1.45,"N","두류공원",3,35.8483352661,128.5625610352,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 2층 (주)디자인파크개발","02-2665-6006","02-706-9773","http://designpark.or.kr","27290-00179-02-05-030-01.jpg","27290-00179-02-05-030-02.jpg"
"27290-00035-02-05-001","팔돌리기",2,"2020-07-01","27290-00035","학산공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","양호","팔,어깨,옆구리","N",0.94,0.93,1.85,"N","학산공원",12,35.8336029053,128.542388916,"","대구광역시 달서구 본동 산 58","본동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27290-00035-02-05-001-01.jpg","27290-00035-02-05-001-02.jpg"
"27290-00035-02-05-002","공중걷기",2,"2020-07-01","27290-00035","학산공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","양호","심폐,하체","N",0.75,2.60,1.89,"N","학산공원",12,35.8336830139,128.542388916,"","대구광역시 달서구 본동 산 58","본동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006 ","","www.designpark.or.kr ","27290-00035-02-05-002-01.jpg","27290-00035-02-05-002-02.jpg"
"27290-00035-02-05-003","파도타기",2,"2020-07-01","27290-00035","학산공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","양호","허리,하체","N",0.84,1.80,1.89,"N","학산공원",12,35.8336639404,128.542388916,"","대구광역시 달서구 본동 산 58","본동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27290-00035-02-05-003-01.jpg","27290-00035-02-05-003-02.jpg"
"27290-00035-02-05-004","역기내(올)리기",2,"2020-07-01","27290-00035","학산공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","어깨,머리,팔꿈치","N",0.79,2.10,2.08,"N","학산공원",12,35.8336448669,128.542388916,"","대구광역시 달서구 본동 산 58","본동","경일산업주식회사","경기도 김포시 통진읍 옹정리 260-7","02-2648-8000","02-2648-3763","http://www.kyungil21.co.kr","27290-00035-02-05-004-01.jpg","27290-00035-02-05-004-02.jpg"
"27290-00035-02-05-005","노젓기",2,"2020-07-01","27290-00035","학산공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","상체,허리,복부,대퇴부,팔,다리","N",1.02,1.45,2.05,"N","학산공원",12,35.8336181641,128.542388916,"","대구광역시 달서구 본동 산 58","본동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","02-2665-6006","","www.designpark.or.kr","27290-00035-02-05-005-01.jpg","27290-00035-02-05-005-02.jpg"
"27290-00035-02-05-006","허리돌리기",2,"2020-07-01","27290-00035","학산공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","양호","허리,옆구리,복부","N",0.59,1.83,1.90,"N","학산공원",12,35.8336334229,128.542388916,"","대구광역시 달서구 본동 산 58","본동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27290-00035-02-05-006-01.jpg","27290-00035-02-05-006-02.jpg"
"27290-00035-02-05-007","복합운동기구",2,"2020-07-01","27290-00035","학산공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","등,허리,혈액순환/심폐,혈액순환,소화기계통","N",1.50,1.73,2.08,"N","학산공원",11,35.8329124451,128.5401306152,"","대구광역시 달서구 본동 산 58","본동","(주)케이엘에스","경기도 시흥시 경제로 240(시화공단 3마 103호)","1588-4065","","www.kls.or.kr","27290-00035-02-05-007-01.jpg","27290-00035-02-05-007-02.jpg"
"27290-00035-02-05-008","복합운동기구",2,"2020-07-01","27290-00035","학산공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","양호","어깨,혈액순환/하체,심폐","N",0.74,2.21,2.48,"N","학산공원",11,35.8328208923,128.5400848389,"","대구광역시 달서구 본동 산 58","본동","(주)케이엘에스","경기도 시흥시 경제로 240(시화공단 3마 103호)","1588-4065","","www.kls.or.kr","27290-00035-02-05-008-01.jpg","27290-00035-02-05-008-02.jpg"
"27290-00035-02-05-009","복합운동기구",2,"2020-07-01","27290-00035","학산공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","복부,허리,소화기계통/대퇴부,허벅지,다리,하체,무릎,발목","N",0.82,2.00,2.05,"N","학산공원",11,35.8328857422,128.5401153564,"","대구광역시 달서구 본동 산 58","본동","(주)케이엘에스","경기도 시흥시 경제로 240(시화공단 3마 103호)","1588-4065","","www.kls.or.kr","27290-00035-02-05-009-01.jpg","27290-00035-02-05-009-02.jpg"
"27290-00035-02-05-010","자전거",2,"2020-07-01","27290-00035","학산공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","양호","심폐,혈액순환,하체,무릎","N",0.90,2.10,2.08,"N","학산공원",11,35.8328399658,128.5400848389,"","대구광역시 달서구 본동 산 58","본동","(주)케이엘에스","경기도 시흥시 경제로 240(시화공단 3마 103호)","1588-4065","","www.kls.or.kr","27290-00035-02-05-010-01.jpg","27290-00035-02-05-010-02.jpg"
"27290-00035-02-05-011","복합운동기구",2,"2020-07-01","27290-00035","학산공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","허리,복부,혈액순환,소화기계통/심폐,혈액순환,소화기계통,허리,골반","N",0.93,1.68,2.08,"N","학산공원",11,35.832862854,128.5401000977,"","대구광역시 달서구 본동 산 58","본동","(주)케이엘에스","경기도 시흥시 경제로 240(시화공단 3마 103호)","1588-4065 ","","www.kls.or.kr","27290-00035-02-05-011-01.jpg","27290-00035-02-05-011-02.jpg"
"27260-00082-02-05-001","파도타기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","허리,하체","N",0.83,1.63,1.92,"N","의료공원",9,35.8366317749,128.6923675537,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27260-00082-02-05-001-01.jpg","27260-00082-02-05-001-02.jpg"
"27260-00082-02-05-002","허리돌리기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","허리,옆구리,복부","N",0.59,1.53,1.92,"N","의료공원",9,35.8365974426,128.6924133301,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27260-00082-02-05-002-01.jpg","27260-00082-02-05-002-02.jpg"
"27260-00082-02-05-003","공중걷기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","심폐,하체","N",0.61,2.42,1.82,"N","의료공원",9,35.8363647461,128.6931610107,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 공항동 11-10 KT공항지점 2층 (주)디자인파크개발","080-205-6006","","www.designpark.or.kr","27260-00082-02-05-003-01.jpg","27260-00082-02-05-003-02.jpg"
"27260-00082-02-05-004","팔돌리기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","팔,어깨,옆구리","N",0.93,1.03,1.90,"N","의료공원",9,35.8363265991,128.6930847168,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27260-00082-02-05-004-01.jpg","27260-00082-02-05-004-02.jpg"
"27260-00082-02-05-005","역기내(올)리기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","상체","N",0.68,1.49,1.80,"N","의료공원",9,35.8363418579,128.6931152344,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 공항동 11-10 KT공항지점 2층 (주)디자인파크개발","080-205-6006","","www.designpark.or.kr","27260-00082-02-05-005-01.jpg","27260-00082-02-05-005-02.jpg"
"27260-00082-02-05-006","역기내(올)리기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","상체","N",0.68,1.60,1.84,"N","의료공원",12,35.8367233276,128.6943206787,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 공항동 11-10 KT공항지점 2층 (주)디자인파크개발","080-205-6006","","www.designpark.or.kr","27260-00082-02-05-006-01.jpg","27260-00082-02-05-006-02.jpg"
"27260-00082-02-05-007","팔돌리기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","팔,어깨,옆구리","N",0.91,0.85,1.91,"N","의료공원",12,35.8367347717,128.6942749023,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27260-00082-02-05-007-01.jpg","27260-00082-02-05-007-02.jpg"
"27260-00082-02-05-008","공중걷기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","심폐,하체","N",0.66,2.63,1.84,"N","의료공원",12,35.8367462158,128.6942138672,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 공항동 11-10 KT공항지점 2층 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27260-00082-02-05-008-01.jpg","27260-00082-02-05-008-02.jpg"
"27260-00082-02-05-009","팔돌리기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","팔,어깨,옆구리","N",0.94,1.12,1.85,"N","의료공원",12,35.8358650208,128.6953430176,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27260-00082-02-05-009-01.jpg","27260-00082-02-05-009-02.jpg"
"27260-00082-02-05-010","역기내(올)리기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","상체","N",0.69,1.67,1.80,"N","의료공원",12,35.8358688354,128.6954040527,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 공항동 11-10 KT공항지점 2층 (주)디자인파크개발","080-205-6006","","www.designpark.or.kr","27260-00082-02-05-010-01.jpg","27260-00082-02-05-010-02.jpg"
"27260-00082-02-05-011","파도타기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","허리,하체","N",0.83,1.72,1.90,"N","의료공원",12,35.8358154297,128.6954193115,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27260-00082-02-05-011-01.jpg","27260-00082-02-05-011-02.jpg"
"27260-00082-02-05-012","허리돌리기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","허리,옆구리,복부","N",0.54,1.80,1.90,"N","의료공원",12,35.8358726501,128.6954650879,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27260-00082-02-05-012-01.jpg","27260-00082-02-05-012-02.jpg"
"27260-00082-02-05-013","공중걷기",2,"2017-12-20","27260-00082","의료공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","심폐,하체","N",0.58,2.40,1.84,"N","의료공원",12,35.835811615,128.6953735352,"","대구광역시 수성구 노변동 741","고산2동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27260-00082-02-05-013-01.jpg","27260-00082-02-05-013-02.jpg"
"27110-00008-02-05-001","복합운동기구",2,"2015-12-10","27110-00008","제2수창공원","053-803-4346","대구광역시 중구청","2022-12-09","Y","보통","팔,등,심폐/심폐,옆구리,허리","N",0.85,2.12,1.76,"Y","제2수창공원",11,35.8758239746,128.5833587646,"대구광역시 중구 달성로26길 32","대구광역시 중구 수창동 64","성내3동","GONGGANCHANGJO공간을창조하는사람들","경기도 김포시 통진읍 가현로 105번길 140","031-989-2760","031-989-2720","http://www.ggchj.co.kr","27110-00008-02-05-001-01.jpg","27110-00008-02-05-001-02.jpg"
